step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate,timestamp
65,0.14819933474063873,0.8999999761581421,,,,,,,,2025-07-20T06:05:50.1400000Z
66,0.06621360778808594,0.9666666388511658,,,,,,,,2025-07-20T06:05:51.2350000Z
67,0.23734404146671295,0.8666666746139526,,,,,,,,2025-07-20T06:05:52.0740000Z
68,0.1301141083240509,0.9333333373069763,,,,,,,,2025-07-20T06:05:52.6230000Z
69,0.24440574645996094,0.9333333373069763,,,,,,,,2025-07-20T06:05:53.9250000Z
70,0.17452557384967804,0.8999999761581421,,,,,,,,2025-07-20T06:05:57.1620000Z
71,0.1738804429769516,0.8999999761581421,,,,,,,,2025-07-20T06:05:57.9920000Z
72,0.14218851923942566,0.8999999761581421,,,,,,,,2025-07-20T06:05:58.8380000Z
73,0.051771800965070724,1,,,,,,,,2025-07-20T06:05:59.6810000Z
74,0.2276315689086914,0.8666666746139526,,,,,,,,2025-07-20T06:06:00.5210000Z
75,0.043366942554712296,1,,,,,,,,2025-07-20T06:06:01.0760000Z
76,0.05519676208496094,1,,,,,,,,2025-07-20T06:06:02.1870000Z
77,0.09520365297794342,0.9333333373069763,,,,,,,,2025-07-20T06:06:02.7510000Z
78,0.38506603240966797,0.8666666746139526,,,,,,,,2025-07-20T06:06:03.5680000Z
79,0.19317562878131866,0.8333333134651184,,,,,,,,2025-07-20T06:06:04.4110000Z
80,0.522793173789978,0.8333333134651184,,,,,,,,2025-07-20T06:06:05.0000000Z
81,0.07924842834472656,0.9666666388511658,,,,,,,,2025-07-20T06:06:06.1180000Z
82,0.07952969521284103,0.9666666388511658,,,,,,,,2025-07-20T06:06:06.9880000Z
83,0.24888725578784943,0.8999999761581421,,,,,,,,2025-07-20T06:06:07.8310000Z
84,0.01738872565329075,1,,,,,,,,2025-07-20T06:06:08.4510000Z
85,0.16687354445457458,0.8999999761581421,,,,,,,,2025-07-20T06:06:09.5460000Z
86,0.10313968360424042,0.9666666388511658,,,,,,,,2025-07-20T06:06:10.6950000Z
87,0.3253674805164337,0.9333333373069763,,,,,,,,2025-07-20T06:06:11.2780000Z
88,0.2488199919462204,0.8666666746139526,,,,,,,,2025-07-20T06:06:12.2710000Z
89,0.17951087653636932,0.9333333373069763,,,,,,,,2025-07-20T06:06:13.1360000Z
90,0.22998873889446259,0.9333333373069763,,,,,,,,2025-07-20T06:06:13.7000000Z
91,0.21916548907756805,0.8999999761581421,,,,,,,,2025-07-20T06:06:14.8190000Z
92,0.19062849879264832,0.9333333373069763,,,,,,,,2025-07-20T06:06:15.3720000Z
93,0.21288694441318512,0.8999999761581421,,,,,,,,2025-07-20T06:06:16.5220000Z
94,0.03906523436307907,1,,,,,,,,2025-07-20T06:06:17.1180000Z
95,0.12304452061653137,0.9666666388511658,,,,,,,,2025-07-20T06:06:18.2240000Z
96,0.21746405959129333,0.9333333373069763,,,,,,,,2025-07-20T06:06:19.0730000Z
97,0.12338288873434067,0.9666666388511658,,,,,,,,2025-07-20T06:06:19.6620000Z
98,0.28397369384765625,0.8999999761581421,,,,,,,,2025-07-20T06:06:20.9620000Z
99,0.21881364285945892,0.8999999761581421,,,,,,,,2025-07-20T06:06:21.8490000Z
100,0.0764322280883789,0.9666666388511658,,0.09321702321370443,0.9666666666666667,,,,,2025-07-20T06:06:32.5250000Z
101,0.08576558530330658,1,,,,,,,,2025-07-20T06:06:34.3670000Z
102,0.14077065885066986,0.9333333373069763,,,,,,,,2025-07-20T06:06:34.9580000Z
103,0.10295085608959198,0.9333333373069763,,,,,,,,2025-07-20T06:06:36.2240000Z
104,0.24697469174861908,0.8999999761581421,,,,,,,,2025-07-20T06:06:36.7830000Z
105,0.16164468228816986,0.9333333373069763,,,,,,,,2025-07-20T06:06:37.9050000Z
106,0.1988837569952011,0.9333333373069763,,,,,,,,2025-07-20T06:06:38.7260000Z
107,0.06646747887134552,1,,,,,,,,2025-07-20T06:06:39.5650000Z
108,0.08328475803136826,0.9666666388511658,,,,,,,,2025-07-20T06:06:40.4110000Z
109,0.0594584159553051,0.9666666388511658,,,,,,,,2025-07-20T06:06:40.9660000Z
110,0.2333897203207016,0.9333333373069763,,,,,,,,2025-07-20T06:06:42.3780000Z
111,0.03665466234087944,0.9666666388511658,,,,,,,,2025-07-20T06:06:43.5130000Z
112,0.1920289397239685,0.9666666388511658,,,,,,,,2025-07-20T06:06:44.6510000Z
113,0.217723086476326,0.9666666388511658,,,,,,,,2025-07-20T06:06:45.4910000Z
114,0.2741548418998718,0.8666666746139526,,,,,,,,2025-07-20T06:06:46.6330000Z
115,0.2611021101474762,0.8999999761581421,,,,,,,,2025-07-20T06:06:47.2600000Z
116,0.05869579315185547,0.9666666388511658,,,,,,,,2025-07-20T06:06:48.3510000Z
117,0.093379907310009,0.9666666388511658,,,,,,,,2025-07-20T06:06:48.9160000Z
118,0.19527460634708405,0.9666666388511658,,,,,,,,2025-07-20T06:06:50.0270000Z
119,0.00676307687535882,1,,,,,,,,2025-07-20T06:06:50.8660000Z
120,0.26202392578125,0.9333333373069763,,,,,,,,2025-07-20T06:06:51.4860000Z
121,0.020158259198069572,1,,,,,,,,2025-07-20T06:06:52.5740000Z
122,0.11456998437643051,0.9333333373069763,,,,,,,,2025-07-20T06:06:53.4650000Z
123,0.04295603558421135,0.9666666388511658,,,,,,,,2025-07-20T06:06:54.2920000Z
124,0.3460703492164612,0.9666666388511658,,,,,,,,2025-07-20T06:06:54.8930000Z
125,0.18255533277988434,0.9666666388511658,,,,,,,,2025-07-20T06:06:55.8640000Z
126,0.0049040475860238075,1,,,,,,,,2025-07-20T06:06:56.4290000Z
127,0.07617905735969543,0.9666666388511658,,,,,,,,2025-07-20T06:06:57.5370000Z
128,0.16768735647201538,0.9666666388511658,,,,,,,,2025-07-20T06:06:58.1020000Z
129,0.16398385167121887,0.9333333373069763,,,,,,,,2025-07-20T06:06:59.5110000Z
130,0.01772410050034523,1,,,,,,,,2025-07-20T06:07:00.3460000Z
131,0.07649211585521698,0.9666666388511658,,,,,,,,2025-07-20T06:07:01.1930000Z
132,0.09962387382984161,0.9666666388511658,,,,,,,,2025-07-20T06:07:01.8250000Z
133,0.13863100111484528,0.9333333373069763,,,,,,,,2025-07-20T06:07:02.7880000Z
134,0.1361577957868576,0.9333333373069763,,,,,,,,2025-07-20T06:07:03.3510000Z
135,0.05373923107981682,0.9666666388511658,,,,,,,,2025-07-20T06:07:04.6540000Z
136,0.07335535436868668,0.9666666388511658,,,,,,,,2025-07-20T06:07:05.4910000Z
137,0.021791458129882812,1,,,,,,,,2025-07-20T06:07:06.0550000Z
138,0.09797026216983795,0.9333333373069763,,,,,,,,2025-07-20T06:07:07.0460000Z
139,0.28976261615753174,0.9333333373069763,,,,,,,,2025-07-20T06:07:07.8860000Z
140,0.14660148322582245,0.9333333373069763,,,,,,,,2025-07-20T06:07:09.0250000Z
141,0.048954710364341736,0.9666666388511658,,,,,,,,2025-07-20T06:07:09.8660000Z
142,0.232277050614357,0.8999999761581421,,,,,,,,2025-07-20T06:07:10.4680000Z
143,0.11727511137723923,0.9333333373069763,,,,,,,,2025-07-20T06:07:11.3720000Z
144,0.04801889881491661,0.9666666388511658,,,,,,,,2025-07-20T06:07:12.3090000Z
145,0.13504263758659363,0.8999999761581421,,,,,,,,2025-07-20T06:07:13.4410000Z
146,0.07013276219367981,0.9666666388511658,,,,,,,,2025-07-20T06:07:14.5890000Z
147,0.02211151085793972,1,,,,,,,,2025-07-20T06:07:15.1750000Z
148,0.2803715467453003,0.9333333373069763,,,,,,,,2025-07-20T06:07:16.4790000Z
149,0.11071363836526871,0.9666666388511658,,,,,,,,2025-07-20T06:07:17.3420000Z
150,0.3453065752983093,0.8999999761581421,,,,,,,,2025-07-20T06:07:18.1800000Z
151,0.021676508709788322,1,,,,,,,,2025-07-20T06:07:19.3160000Z
152,0.1897410750389099,0.9333333373069763,,,,,,,,2025-07-20T06:07:20.1490000Z
153,0.2349594682455063,0.8999999761581421,,,,,,,,2025-07-20T06:07:21.5830000Z
154,0.2324744611978531,0.8999999761581421,,,,,,,,2025-07-20T06:07:22.1360000Z
155,0.07111810147762299,1,,,,,,,,2025-07-20T06:07:23.1310000Z
156,0.2713657319545746,0.9333333373069763,,,,,,,,2025-07-20T06:07:23.6940000Z
157,0.1918356567621231,0.9333333373069763,,,,,,,,2025-07-20T06:07:25.2850000Z
158,0.2701720595359802,0.8999999761581421,,,,,,,,2025-07-20T06:07:26.1240000Z
159,0.17848530411720276,0.9333333373069763,,,,,,,,2025-07-20T06:07:26.9560000Z
160,0.06041329726576805,0.9666666388511658,,,,,,,,2025-07-20T06:07:27.8210000Z
161,0.22480449080467224,0.8666666746139526,,,,,,,,2025-07-20T06:07:28.3490000Z
162,0.07074102014303207,0.9666666388511658,,,,,,,,2025-07-20T06:07:29.4640000Z
163,0.08915449678897858,0.9666666388511658,,,,,,,,2025-07-20T06:07:30.3040000Z
164,0.1666409820318222,0.9666666388511658,,,,,,,,2025-07-20T06:07:31.1500000Z
165,0.20545215904712677,0.8999999761581421,,,,,,,,2025-07-20T06:07:32.2860000Z
166,0.27950865030288696,0.9333333373069763,,,,,,,,2025-07-20T06:07:33.1320000Z
167,0.3291776776313782,0.9333333373069763,,,,,,,,2025-07-20T06:07:33.6820000Z
168,0.20524883270263672,0.9333333373069763,,,,,,,,2025-07-20T06:07:35.1130000Z
169,0.33707746863365173,0.8999999761581421,,,,,,,,2025-07-20T06:07:35.9610000Z
170,0.07828248292207718,0.9666666388511658,,,,,,,,2025-07-20T06:07:37.0930000Z
171,0.09282023459672928,1,,,,,,,,2025-07-20T06:07:37.9400000Z
172,0.10030008852481842,0.9666666388511658,,,,,,,,2025-07-20T06:07:38.7810000Z
173,0.12311528623104095,0.9333333373069763,,,,,,,,2025-07-20T06:07:39.3490000Z
174,0.12916222214698792,0.9666666388511658,,,,,,,,2025-07-20T06:07:40.7540000Z
175,0.16227225959300995,0.9333333373069763,,,,,,,,2025-07-20T06:07:41.3130000Z
176,0.10265890508890152,0.9666666388511658,,,,,,,,2025-07-20T06:07:42.4230000Z
177,0.1355372816324234,0.8999999761581421,,,,,,,,2025-07-20T06:07:43.0350000Z
178,0.07662741094827652,0.9666666388511658,,,,,,,,2025-07-20T06:07:44.1320000Z
179,0.07663638144731522,0.9666666388511658,,,,,,,,2025-07-20T06:07:44.7200000Z
180,0.23350270092487335,0.9333333373069763,,,,,,,,2025-07-20T06:07:46.2950000Z
181,0.14030538499355316,0.8999999761581421,,,,,,,,2025-07-20T06:07:47.1300000Z
182,0.13313274085521698,0.8999999761581421,,,,,,,,2025-07-20T06:07:47.9630000Z
183,0.09574680030345917,0.9333333373069763,,,,,,,,2025-07-20T06:07:48.5890000Z
184,0.08408273011445999,0.9666666388511658,,,,,,,,2025-07-20T06:07:49.5030000Z
185,0.06467907875776291,0.9666666388511658,,,,,,,,2025-07-20T06:07:50.4110000Z
186,0.3649556338787079,0.8999999761581421,,,,,,,,2025-07-20T06:07:51.3070000Z
187,0.11368783563375473,0.9666666388511658,,,,,,,,2025-07-20T06:07:52.4580000Z
188,0.10205771028995514,0.9333333373069763,,,,,,,,2025-07-20T06:07:53.3060000Z
189,0.06414692848920822,0.9666666388511658,,,,,,,,2025-07-20T06:07:54.1420000Z
190,0.1030375137925148,0.9666666388511658,,,,,,,,2025-07-20T06:07:55.0120000Z
191,0.2278483659029007,0.9333333373069763,,,,,,,,2025-07-20T06:07:55.8460000Z
192,0.03731117397546768,1,,,,,,,,2025-07-20T06:07:56.9980000Z
193,0.033880870789289474,0.9666666388511658,,,,,,,,2025-07-20T06:07:57.8400000Z
194,0.1611415296792984,0.9666666388511658,,,,,,,,2025-07-20T06:07:58.4280000Z
195,0.07650286704301834,0.9666666388511658,,,,,,,,2025-07-20T06:07:59.5140000Z
196,0.5301764011383057,0.8666666746139526,,,,,,,,2025-07-20T06:08:00.3660000Z
197,0.2864606976509094,0.8999999761581421,,,,,,,,2025-07-20T06:08:01.1820000Z
198,0.03774242475628853,1,,,,,,,,2025-07-20T06:08:02.0160000Z
199,0.13162918388843536,0.9333333373069763,,,,,,,,2025-07-20T06:08:02.8560000Z
200,0.026682471856474876,1,,0.057204945882161455,0.9666666666666667,,,,,2025-07-20T06:08:09.4090000Z
201,0.1344626098871231,0.9333333373069763,,,,,,,,2025-07-20T06:08:11.0680000Z
202,0.0860772430896759,0.9333333373069763,,,,,,,,2025-07-20T06:08:11.6530000Z
203,0.11898212134838104,0.9666666388511658,,,,,,,,2025-07-20T06:08:13.0380000Z
204,0.03756020963191986,1,,,,,,,,2025-07-20T06:08:13.8780000Z
205,0.1817024201154709,0.9666666388511658,,,,,,,,2025-07-20T06:08:14.4430000Z
206,0.1672356277704239,0.9333333373069763,,,,,,,,2025-07-20T06:08:15.4290000Z
207,0.39664337038993835,0.8666666746139526,,,,,,,,2025-07-20T06:08:16.5720000Z
208,0.0906078964471817,0.9666666388511658,,,,,,,,2025-07-20T06:08:17.1460000Z
209,0.07632331550121307,0.9666666388511658,,,,,,,,2025-07-20T06:08:18.2560000Z
210,0.20898889005184174,0.9333333373069763,,,,,,,,2025-07-20T06:08:18.8420000Z
211,0.10565026849508286,0.9666666388511658,,,,,,,,2025-07-20T06:08:20.5250000Z
212,0.14740899205207825,0.8999999761581421,,,,,,,,2025-07-20T06:08:21.0860000Z
213,0.08786163479089737,0.9666666388511658,,,,,,,,2025-07-20T06:08:22.2030000Z
214,0.1583336442708969,0.8999999761581421,,,,,,,,2025-07-20T06:08:22.7590000Z
215,0.20478121936321259,0.8999999761581421,,,,,,,,2025-07-20T06:08:23.8730000Z
216,0.34067776799201965,0.8333333134651184,,,,,,,,2025-07-20T06:08:24.4500000Z
217,0.12429802864789963,0.9333333373069763,,,,,,,,2025-07-20T06:08:25.8540000Z
218,0.2771238386631012,0.8666666746139526,,,,,,,,2025-07-20T06:08:26.4660000Z
219,0.11239630728960037,0.9666666388511658,,,,,,,,2025-07-20T06:08:27.5040000Z
220,0.13077011704444885,0.9666666388511658,,,,,,,,2025-07-20T06:08:28.4450000Z
221,0.0791751891374588,0.9666666388511658,,,,,,,,2025-07-20T06:08:29.9790000Z
222,0.17919164896011353,0.8999999761581421,,,,,,,,2025-07-20T06:08:30.5460000Z
223,0.2345922440290451,0.8999999761581421,,,,,,,,2025-07-20T06:08:31.6500000Z
224,0.0338033027946949,1,,,,,,,,2025-07-20T06:08:32.4890000Z
225,0.263720840215683,0.8999999761581421,,,,,,,,2025-07-20T06:08:33.0460000Z
226,0.14246228337287903,0.9333333373069763,,,,,,,,2025-07-20T06:08:34.1580000Z
227,0.1403510421514511,0.9333333373069763,,,,,,,,2025-07-20T06:08:34.9900000Z
228,0.21951021254062653,0.8999999761581421,,,,,,,,2025-07-20T06:08:35.5480000Z
229,0.043321799486875534,0.9666666388511658,,,,,,,,2025-07-20T06:08:36.5470000Z
230,0.25207480788230896,0.8999999761581421,,,,,,,,2025-07-20T06:08:37.6740000Z
231,0.30933743715286255,0.8999999761581421,,,,,,,,2025-07-20T06:08:38.2920000Z
232,0.13768678903579712,0.9333333373069763,,,,,,,,2025-07-20T06:08:39.3850000Z
233,0.09544842690229416,0.9666666388511658,,,,,,,,2025-07-20T06:08:40.2720000Z
234,0.1436617523431778,0.9333333373069763,,,,,,,,2025-07-20T06:08:41.0920000Z
235,0.24293868243694305,0.9333333373069763,,,,,,,,2025-07-20T06:08:41.6850000Z
236,0.23200593888759613,0.9333333373069763,,,,,,,,2025-07-20T06:08:42.6610000Z
237,0.18178227543830872,0.8999999761581421,,,,,,,,2025-07-20T06:08:43.4960000Z
238,0.12594172358512878,0.9666666388511658,,,,,,,,2025-07-20T06:08:44.3520000Z
239,0.05880533903837204,1,,,,,,,,2025-07-20T06:08:44.8830000Z
240,0.04550565034151077,1,,,,,,,,2025-07-20T06:08:45.8860000Z
241,0.1574607789516449,0.8666666746139526,,,,,,,,2025-07-20T06:08:46.4750000Z
242,0.08160705864429474,0.9666666388511658,,,,,,,,2025-07-20T06:08:48.1970000Z
243,0.18661855161190033,0.8999999761581421,,,,,,,,2025-07-20T06:08:48.7950000Z
244,0.10265382379293442,0.9333333373069763,,,,,,,,2025-07-20T06:08:49.9080000Z
245,0.14843884110450745,0.8999999761581421,,,,,,,,2025-07-20T06:08:50.4930000Z
246,0.027512487024068832,1,,,,,,,,2025-07-20T06:08:51.7830000Z
247,0.01640898361802101,1,,,,,,,,2025-07-20T06:08:52.3410000Z
248,0.030627695843577385,1,,,,,,,,2025-07-20T06:08:53.3400000Z
249,0.18282730877399445,0.8999999761581421,,,,,,,,2025-07-20T06:08:53.9000000Z
250,0.3467232286930084,0.9666666388511658,,,,,,,,2025-07-20T06:08:55.0130000Z
251,0.4734558165073395,0.9333333373069763,,,,,,,,2025-07-20T06:08:55.8550000Z
252,0.38742008805274963,0.8666666746139526,,,,,,,,2025-07-20T06:08:56.6970000Z
253,0.35266903042793274,0.9333333373069763,,,,,,,,2025-07-20T06:08:57.5480000Z
254,0.3223057985305786,0.8666666746139526,,,,,,,,2025-07-20T06:08:58.0930000Z
255,0.02836100198328495,1,,,,,,,,2025-07-20T06:08:59.2010000Z
256,0.12147858738899231,0.9333333373069763,,,,,,,,2025-07-20T06:09:00.0440000Z
257,0.2620590329170227,0.9666666388511658,,,,,,,,2025-07-20T06:09:00.6600000Z
258,0.27665144205093384,0.8999999761581421,,,,,,,,2025-07-20T06:09:01.7620000Z
259,0.06066837161779404,0.9666666388511658,,,,,,,,2025-07-20T06:09:02.3120000Z
260,0.029960250481963158,1,,,,,,,,2025-07-20T06:09:03.7600000Z
261,0.1819756180047989,0.9333333373069763,,,,,,,,2025-07-20T06:09:04.6150000Z
262,0.37306728959083557,0.8666666746139526,,,,,,,,2025-07-20T06:09:05.5560000Z
263,0.10099633783102036,0.9666666388511658,,,,,,,,2025-07-20T06:09:06.4620000Z
264,0.1526806503534317,0.9666666388511658,,,,,,,,2025-07-20T06:09:07.6450000Z
265,0.017787234857678413,1,,,,,,,,2025-07-20T06:09:08.2130000Z
266,0.15324026346206665,0.9333333373069763,,,,,,,,2025-07-20T06:09:09.3280000Z
267,0.35527196526527405,0.8666666746139526,,,,,,,,2025-07-20T06:09:09.9190000Z
268,0.10334936529397964,0.9666666388511658,,,,,,,,2025-07-20T06:09:10.8770000Z
269,0.10441805422306061,0.9666666388511658,,,,,,,,2025-07-20T06:09:11.7150000Z
270,0.04542827606201172,1,,,,,,,,2025-07-20T06:09:12.2790000Z
271,0.08636264503002167,0.9666666388511658,,,,,,,,2025-07-20T06:09:13.3960000Z
272,0.10326061397790909,0.8999999761581421,,,,,,,,2025-07-20T06:09:13.9830000Z
273,0.07250697165727615,0.9666666388511658,,,,,,,,2025-07-20T06:09:15.0790000Z
274,0.37688103318214417,0.8666666746139526,,,,,,,,2025-07-20T06:09:15.6240000Z
275,0.14747308194637299,0.9333333373069763,,,,,,,,2025-07-20T06:09:16.7300000Z
276,0.21898339688777924,0.9333333373069763,,,,,,,,2025-07-20T06:09:17.5790000Z
277,0.05094960704445839,1,,,,,,,,2025-07-20T06:09:18.4120000Z
278,0.13492991030216217,0.8999999761581421,,,,,,,,2025-07-20T06:09:18.9690000Z
279,0.25155436992645264,0.9333333373069763,,,,,,,,2025-07-20T06:09:20.0770000Z
280,0.2407781034708023,0.8999999761581421,,,,,,,,2025-07-20T06:09:20.6370000Z
281,0.07534173130989075,0.9666666388511658,,,,,,,,2025-07-20T06:09:21.6420000Z
282,0.22913125157356262,0.8999999761581421,,,,,,,,2025-07-20T06:09:22.2450000Z
283,0.04019603878259659,1,,,,,,,,2025-07-20T06:09:23.3290000Z
284,0.07643356174230576,1,,,,,,,,2025-07-20T06:09:24.1760000Z
285,0.2057473510503769,0.8666666746139526,,,,,,,,2025-07-20T06:09:25.0130000Z
286,0.1456332504749298,0.9333333373069763,,,,,,,,2025-07-20T06:09:25.8580000Z
287,0.15316186845302582,0.9333333373069763,,,,,,,,2025-07-20T06:09:26.7010000Z
288,0.08027807623147964,0.9666666388511658,,,,,,,,2025-07-20T06:09:27.8340000Z
289,0.2076510787010193,0.8999999761581421,,,,,,,,2025-07-20T06:09:28.4510000Z
290,0.1981128752231598,0.9333333373069763,,,,,,,,2025-07-20T06:09:29.4180000Z
291,0.11604264378547668,0.9666666388511658,,,,,,,,2025-07-20T06:09:30.2330000Z
292,0.028311284258961678,1,,,,,,,,2025-07-20T06:09:30.7940000Z
293,0.15117067098617554,0.8999999761581421,,,,,,,,2025-07-20T06:09:32.2030000Z
294,0.3811073303222656,0.8666666746139526,,,,,,,,2025-07-20T06:09:32.7690000Z
295,0.11741828918457031,0.9333333373069763,,,,,,,,2025-07-20T06:09:33.7930000Z
296,0.5832690000534058,0.8666666746139526,,,,,,,,2025-07-20T06:09:34.3820000Z
297,0.20017878711223602,0.9333333373069763,,,,,,,,2025-07-20T06:09:35.3510000Z
298,0.036792244762182236,0.9666666388511658,,,,,,,,2025-07-20T06:09:35.9290000Z
299,0.1985795944929123,0.8999999761581421,,,,,,,,2025-07-20T06:09:36.9270000Z
300,0.05534375458955765,0.9666666388511658,,0.023044013977050783,1,,,,,2025-07-20T06:09:43.0670000Z
301,0.2688714861869812,0.8666666746139526,,,,,,,,2025-07-20T06:09:44.5760000Z
302,0.028605716302990913,1,,,,,,,,2025-07-20T06:09:45.4160000Z
303,0.15360279381275177,0.9666666388511658,,,,,,,,2025-07-20T06:09:46.2620000Z
304,0.06716429442167282,0.9666666388511658,,,,,,,,2025-07-20T06:09:46.8290000Z
305,0.09492219239473343,0.9666666388511658,,,,,,,,2025-07-20T06:09:47.8230000Z
