date,avg_sentiment,price
2025-01-12,0.5,135.88807678222656
2025-01-13,-0.25,133.20849609375
2025-01-14,0.0,131.7387237548828
2025-01-15,0.625,136.218017578125
2025-01-16,0.125,133.54844665527344
2025-01-17,-0.25,137.68777465820312
2025-01-18,0.25,137.68777465820312
2025-01-19,0.5,137.68777465820312
2025-01-20,0.375,137.68777465820312
2025-01-21,0.75,140.80726623535156
2025-01-22,0.375,147.04627990722656
2025-01-23,-0.375,147.1962432861328
2025-01-24,0.375,142.5969696044922
2025-01-25,0.14285714285714285,142.5969696044922
2025-01-26,0.6666666666666666,142.5969696044922
2025-01-27,-0.125,118.40087890625
2025-01-28,0.125,128.9691925048828
2025-01-29,0.125,123.6800308227539
2025-01-30,0.625,124.6298828125
2025-01-31,-0.25,120.05062103271484
2025-02-01,0.375,120.05062103271484
2025-02-02,0.16666666666666666,120.05062103271484
2025-02-03,-0.5,116.64117431640624
2025-02-04,-0.25,118.63085174560548
2025-02-05,0.25,124.80985260009766
2025-02-06,0.5,128.65921020507812
2025-02-07,0.25,129.81903076171875
2025-02-08,0.42857142857142855,129.81903076171875
2025-02-09,0.0,129.81903076171875
2025-02-10,0.25,133.54844665527344
2025-02-11,-0.125,132.77857971191406
2025-02-12,0.125,131.11883544921875
2025-02-13,0.25,135.26815795898438
2025-02-14,-0.25,138.8275909423828
2025-02-15,0.375,138.8275909423828
2025-02-16,0.25,138.8275909423828
2025-02-17,-0.25,138.8275909423828
2025-02-18,0.125,139.37750244140625
2025-02-19,0.375,139.20751953125
2025-02-20,0.125,140.08738708496094
2025-02-21,0.5,134.40829467773438
2025-02-22,0.5,134.40829467773438
2025-02-23,0.42857142857142855,134.40829467773438
2025-02-24,0.375,130.25897216796875
2025-02-25,0.0,126.60956573486328
2025-02-26,0.125,131.25881958007812
2025-02-27,0.25,120.130615234375
2025-02-28,0.0,124.89983367919922
2025-03-01,-0.3333333333333333,124.89983367919922
2025-03-02,0.3333333333333333,124.89983367919922
2025-03-03,-0.25,114.04158782958984
2025-03-04,-0.625,115.97127532958984
2025-03-05,-0.125,117.28106689453124
2025-03-06,-0.5,110.55215454101562
2025-03-07,-0.125,112.67181396484376
2025-03-08,0.14285714285714285,112.67181396484376
2025-03-09,1.0,112.67181396484376
2025-03-10,-0.625,106.96273040771484
2025-03-11,0.125,108.74244689941406
2025-03-12,0.25,115.73196411132812
2025-03-13,-0.25,115.5719757080078
2025-03-14,0.25,121.66155242919922
2025-03-15,0.0,121.66155242919922
2025-03-16,0.3333333333333333,121.66155242919922
2025-03-17,0.125,119.52169799804688
2025-03-18,0.0,115.42198181152344
2025-03-19,0.0,117.51183319091795
2025-03-20,0.0,118.52176666259766
2025-03-21,0.125,117.69182586669922
2025-03-22,0.0,117.69182586669922
2025-03-23,0.0,117.69182586669922
2025-03-24,0.0,121.40157318115234
2025-03-25,-0.125,120.68162536621094
2025-03-26,-0.125,113.75210571289062
2025-03-27,-0.125,111.4222640991211
2025-03-28,-0.125,109.66238403320312
2025-03-29,0.0,109.66238403320312
2025-03-30,0.0,109.66238403320312
2025-03-31,-0.375,108.37247467041016
2025-04-01,0.0,110.14234924316406
2025-04-02,-0.25,110.4123306274414
2025-04-03,-0.25,101.79293060302734
2025-04-04,-0.75,94.30345153808594
2025-04-05,0.0,94.30345153808594
2025-04-06,0.0,94.30345153808594
2025-04-07,-0.25,97.63321685791016
2025-04-08,0.5,96.29331970214844
2025-04-09,0.0,114.32205963134766
2025-04-10,0.125,107.56253051757812
2025-04-11,-0.625,110.92229461669922
2025-04-12,0.0,110.92229461669922
2025-04-13,0.0,110.92229461669922
2025-04-14,0.0,110.70230865478516
2025-04-15,0.0,112.19220733642578
2025-04-16,-0.375,104.48274230957033
2025-04-17,0.0,101.48294830322266
2025-04-18,-0.25,101.48294830322266
2025-04-19,-0.25,101.48294830322266
2025-04-20,0.0,101.48294830322266
2025-04-21,-0.375,96.9032745361328
2025-04-22,0.125,98.88313293457033
2025-04-23,-0.25,102.70286560058594
2025-04-24,0.125,106.422607421875
2025-04-25,0.625,111.0022964477539
2025-04-26,-0.125,111.0022964477539
2025-04-27,0.4,111.0022964477539
2025-04-28,-0.125,108.72245025634766
2025-04-29,-0.125,109.0124282836914
2025-04-30,-0.625,108.91243743896484
2025-05-01,-0.25,111.6022491455078
2025-05-02,0.25,114.49205017089844
2025-05-03,0.25,114.49205017089844
2025-05-04,0.0,114.49205017089844
2025-05-05,0.0,113.81209564208984
2025-05-06,-0.125,113.53211975097656
2025-05-07,0.875,117.05187225341795
2025-05-08,0.375,117.36185455322266
2025-05-09,0.25,116.64189910888672
2025-05-10,0.0,116.64189910888672
2025-05-11,0.375,116.64189910888672
2025-05-12,0.5,122.99146270751952
2025-05-13,0.125,129.9209747314453
2025-05-14,0.625,135.33059692382812
2025-05-15,-0.125,134.8206329345703
2025-05-16,-0.125,135.39059448242188
2025-05-17,0.0,135.39059448242188
2025-05-18,0.0,135.39059448242188
2025-05-19,0.5,135.5605926513672
2025-05-20,0.125,134.37066650390625
2025-05-21,0.125,131.7908477783203
2025-05-22,0.25,132.82078552246094
2025-05-23,0.0,131.2808837890625
2025-05-24,0.0,131.2808837890625
2025-05-25,0.0,131.2808837890625
2025-05-26,0.0,131.2808837890625
2025-05-27,0.0,135.49058532714844
2025-05-28,-0.25,134.80064392089844
2025-05-29,0.375,139.1803436279297
2025-05-30,0.25,135.12062072753906
2025-05-31,0.0,135.12062072753906
2025-06-01,0.0,135.12062072753906
2025-06-02,0.125,137.37046813964844
2025-06-03,0.0,141.21018981933594
2025-06-04,0.625,141.91014099121094
2025-06-05,0.25,139.98028564453125
2025-06-06,0.5,141.7101593017578
2025-06-07,0.0,141.7101593017578
2025-06-08,0.0,141.7101593017578
2025-06-09,0.0,142.62010192871094
2025-06-10,0.5,143.95001220703125
2025-06-11,0.125,142.8300018310547
2025-06-12,0.5,145.0
2025-06-13,0.25,141.97000122070312
2025-06-14,0.5,141.97000122070312
2025-06-15,0.375,141.97000122070312
2025-06-16,0.5,144.69000244140625
2025-06-17,0.5,144.1199951171875
2025-06-18,0.125,145.47999572753906
2025-06-19,0.375,145.47999572753906
2025-06-20,-0.14285714285714285,143.85000610351562
2025-06-21,0.375,143.85000610351562
2025-06-22,0.375,143.85000610351562
2025-06-23,0.625,144.1699981689453
2025-06-24,0.5,147.89999389648438
2025-06-25,0.125,154.30999755859375
2025-06-26,0.625,155.02000427246094
2025-06-27,0.25,157.75
2025-06-28,0.0,157.75
2025-06-29,0.0,157.75
2025-06-30,0.5,157.99000549316406
2025-07-01,0.125,153.3000030517578
2025-07-02,0.375,157.25
2025-07-03,0.75,159.33999633789062
2025-07-04,0.75,159.33999633789062
2025-07-05,0.0,159.33999633789062
2025-07-06,0.0,159.33999633789062
2025-07-07,-0.125,158.24000549316406
2025-07-08,0.125,160.0
2025-07-09,0.0,162.8800048828125
2025-07-10,0.75,164.10000610351562
2025-07-11,0.75,164.9199981689453
2025-07-12,0.0,164.9199981689453
2025-07-13,0.375,164.9199981689453
2025-07-14,0.375,164.07000732421875
2025-07-15,0.5,170.6999969482422
2025-07-16,0.25,171.3699951171875
2025-07-17,0.375,173.0
2025-07-18,0.125,172.41000366210938
2025-07-19,0.125,172.41000366210938
2025-07-20,0.5,172.41000366210938
2025-07-21,0.375,171.3800048828125
